Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Region,Category,Product_Name,Sales,Quantity,Discount,Profit,Ship_Mode
ORD-11032,2024-06-09,2024-06-15,CUST-2213,Jonathan Hammond,Home Office,East,Furniture,Table,2545.16,5,0.3,146.74,Standard Class
ORD-11033,2024-07-25,2024-07-31,CUST-1583,Andrea Walter,Home Office,North,Furniture,Chair,4663.19,9,0.2,-11.19,Second Class
ORD-11034,2023-06-05,2023-06-09,CUST-4065,Timothy Nelson,Home Office,West,Technology,Printer,1893.52,4,0.1,125.58,First Class
ORD-11035,2023-03-10,2023-03-14,CUST-4416,Ryan Dennis,Home Office,South,Technology,Monitor,3181.17,2,0.1,2.54,Standard Class
ORD-11036,2024-05-10,2024-05-15,CUST-3950,Noah Duncan,Corporate,South,Furniture,Bookshelf,3074.62,10,0.1,490.18,First Class
ORD-11037,2023-10-30,2023-10-31,CUST-4586,Jonathan Fields,Consumer,East,Office Supplies,Stapler,2461.31,7,0.2,211.31,Same Day
ORD-11038,2023-11-23,2023-11-29,CUST-2860,Tracy Long,Corporate,West,Furniture,Bookshelf,1252.03,7,0.0,117.75,Second Class
ORD-11039,2024-06-03,2024-06-05,CUST-7701,Amy Johnson,Consumer,East,Furniture,Sofa,3013.27,4,0.0,369.83,First Class
ORD-11040,2023-02-25,2023-02-28,CUST-8954,Mr. Jeremy Garcia,Home Office,South,Office Supplies,Paper,2067.92,8,0.3,-0.68,First Class
ORD-11041,2023-06-20,2023-06-25,CUST-4378,Denise Anderson,Home Office,North,Office Supplies,Notebook,1556.38,7,0.1,222.76,First Class
ORD-11042,2024-12-22,2024-12-25,CUST-6778,Michael Barker,Home Office,North,Technology,Printer,2708.04,1,0.3,-209.7,Standard Class
ORD-11043,2024-02-10,2024-02-17,CUST-4757,Taylor Mack,Corporate,South,Office Supplies,Pen,1823.25,4,0.1,382.04,First Class
ORD-11044,2023-01-21,2023-01-28,CUST-9627,William Roberts,Consumer,West,Furniture,Sofa,1093.76,4,0.0,64.55,Same Day
ORD-11045,2024-12-05,2024-12-07,CUST-1553,William Browning,Corporate,North,Technology,Monitor,1429.79,1,0.1,225.75,Same Day
ORD-11046,2024-05-31,2024-06-06,CUST-7805,Philip Parrish,Consumer,North,Office Supplies,Stapler,673.34,5,0.0,46.55,Second Class
ORD-11047,2024-03-11,2024-03-16,CUST-1383,Christine Padilla,Corporate,East,Technology,Printer,3967.25,4,0.2,579.98,Same Day
ORD-11048,2024-03-15,2024-03-16,CUST-4641,Michele Wells,Corporate,East,Technology,Laptop,1336.06,10,0.3,-7.82,Same Day
ORD-11049,2024-02-08,2024-02-11,CUST-9955,Erica Cooper,Home Office,North,Furniture,Desk,2542.84,7,0.0,758.5,Same Day
ORD-11050,2024-05-03,2024-05-08,CUST-2785,Sara Gomez,Home Office,East,Technology,Printer,4876.45,7,0.1,545.05,First Class
ORD-11051,2024-05-16,2024-05-21,CUST-5095,Beth Whitehead,Consumer,South,Technology,Laptop,495.04,3,0.1,107.03,Same Day
ORD-11052,2024-05-20,2024-05-23,CUST-7747,Lynn Molina,Corporate,East,Office Supplies,Stapler,2626.56,10,0.1,38.7,Second Class
ORD-11053,2023-10-02,2023-10-08,CUST-4427,Gina Lynch,Home Office,West,Technology,Keyboard,3451.21,10,0.3,406.75,Same Day
ORD-11054,2024-03-11,2024-03-17,CUST-2269,Lawrence Green,Corporate,South,Furniture,Table,1622.75,8,0.0,454.87,Standard Class
ORD-11055,2023-04-27,2023-04-28,CUST-7949,Krista Ross,Corporate,South,Technology,Printer,3745.78,3,0.1,409.79,Same Day
ORD-11056,2023-10-29,2023-11-04,CUST-5441,Tiffany Mathews,Home Office,East,Technology,Printer,2102.37,1,0.2,-43.32,First Class
ORD-11057,2024-01-16,2024-01-21,CUST-5116,Audrey Adams,Corporate,West,Office Supplies,Pen,724.76,9,0.1,145.46,Second Class
ORD-11058,2023-07-03,2023-07-05,CUST-8708,Lisa Jackson,Consumer,North,Furniture,Table,837.91,8,0.0,108.44,First Class
ORD-11059,2023-03-04,2023-03-09,CUST-8679,Jenna Rivera,Home Office,South,Office Supplies,Pen,1012.35,2,0.3,-17.45,Standard Class
ORD-11060,2023-10-09,2023-10-12,CUST-7982,Thomas Walker,Home Office,East,Furniture,Desk,4419.05,6,0.0,1246.04,First Class
ORD-11061,2023-06-06,2023-06-07,CUST-4546,Christy Robinson,Corporate,South,Office Supplies,Stapler,4672.85,9,0.1,90.51,First Class
ORD-11062,2024-08-29,2024-09-03,CUST-5542,Emily Smith,Home Office,West,Office Supplies,Notebook,650.99,9,0.3,-11.37,Second Class
ORD-11063,2024-09-21,2024-09-23,CUST-3348,Derrick Adams,Consumer,West,Technology,Laptop,3921.16,4,0.0,1107.28,Standard Class
ORD-11064,2024-03-26,2024-03-30,CUST-8728,Leslie Williams MD,Corporate,East,Furniture,Chair,4481.85,1,0.1,573.35,Standard Class
ORD-11065,2024-06-18,2024-06-21,CUST-9694,Breanna Garcia,Consumer,South,Technology,Printer,1978.37,7,0.3,-22.26,Second Class
ORD-11066,2023-09-14,2023-09-20,CUST-2970,Jose Warner,Home Office,West,Office Supplies,Paper,3562.51,7,0.3,80.24,First Class
ORD-11067,2023-08-07,2023-08-12,CUST-4129,Eric Humphrey,Corporate,East,Technology,Laptop,4333.37,8,0.2,572.54,Second Class
ORD-11068,2023-11-14,2023-11-17,CUST-2541,Morgan Fuller,Corporate,East,Office Supplies,Notebook,995.26,6,0.1,1.4,Standard Class
ORD-11069,2024-12-13,2024-12-19,CUST-5145,Blake Jacobs,Corporate,North,Office Supplies,Paper,186.97,5,0.3,-0.08,Standard Class
ORD-11070,2024-10-25,2024-11-01,CUST-9938,Ann Brown,Consumer,North,Office Supplies,Stapler,4986.21,8,0.3,-282.01,First Class
ORD-11071,2023-05-15,2023-05-16,CUST-7874,James Jarvis,Consumer,North,Technology,Printer,4473.44,3,0.1,973.99,Same Day
ORD-11072,2023-07-18,2023-07-24,CUST-1273,Ms. Victoria Carson,Corporate,East,Office Supplies,Notebook,1584.9,9,0.2,310.4,Second Class
ORD-11073,2024-11-16,2024-11-17,CUST-2064,Jennifer Jones,Consumer,South,Office Supplies,Paper,2591.38,7,0.3,283.57,First Class
ORD-11074,2024-02-24,2024-02-26,CUST-1052,Amber Cruz,Corporate,East,Technology,Monitor,2228.13,5,0.1,383.64,First Class
ORD-11075,2023-04-03,2023-04-05,CUST-2415,Kyle Sullivan,Consumer,East,Technology,Keyboard,2341.94,2,0.3,-182.58,Standard Class
ORD-11076,2023-09-10,2023-09-13,CUST-4130,Brian Ayala,Home Office,South,Technology,Laptop,1103.28,6,0.3,-87.91,First Class
ORD-11077,2023-11-20,2023-11-24,CUST-4702,Charles Williams,Consumer,East,Technology,Mouse,3535.45,3,0.2,-52.66,Second Class
ORD-11078,2023-12-30,2024-01-04,CUST-6957,Amanda Cook,Corporate,West,Technology,Keyboard,1311.58,8,0.2,-35.28,Second Class
ORD-11079,2024-03-20,2024-03-23,CUST-5729,James Anderson,Consumer,East,Technology,Printer,1940.69,9,0.1,482.14,First Class
ORD-11080,2023-02-02,2023-02-03,CUST-9471,Charles Warner,Home Office,South,Technology,Printer,3871.58,5,0.1,452.67,Same Day
ORD-11081,2023-02-04,2023-02-07,CUST-2713,Patrick Graves,Home Office,East,Technology,Mouse,2942.37,6,0.3,190.01,Standard Class
ORD-11082,2024-01-02,2024-01-05,CUST-3666,Dylan Dunn,Corporate,South,Technology,Mouse,2387.97,6,0.0,231.1,Standard Class
ORD-11083,2024-04-29,2024-05-06,CUST-4990,Michael Mercer,Corporate,East,Furniture,Desk,2293.1,10,0.3,189.73,First Class
ORD-11084,2023-10-03,2023-10-08,CUST-7565,Chris Hunt,Home Office,North,Furniture,Sofa,1514.86,4,0.0,235.18,Second Class
ORD-11085,2024-08-04,2024-08-11,CUST-3286,Vanessa Luna,Consumer,East,Office Supplies,Pen,4613.32,10,0.1,1097.39,Standard Class
ORD-11086,2023-06-19,2023-06-23,CUST-1013,Rebecca Barnett,Home Office,South,Technology,Keyboard,3968.46,3,0.2,256.67,Second Class
ORD-11087,2024-03-23,2024-03-24,CUST-5009,Zoe Hernandez,Consumer,East,Technology,Keyboard,1551.48,3,0.1,332.7,Standard Class
ORD-11088,2024-04-28,2024-05-04,CUST-7165,James Johnson,Corporate,South,Furniture,Table,1736.67,8,0.3,129.72,Standard Class
ORD-11089,2023-10-17,2023-10-24,CUST-7956,Dana Johnson,Home Office,West,Furniture,Table,1605.42,3,0.3,149.81,Standard Class
ORD-11090,2024-09-15,2024-09-17,CUST-4852,Cindy Tucker,Corporate,East,Furniture,Sofa,3355.99,10,0.0,353.8,First Class
ORD-11091,2023-05-22,2023-05-26,CUST-4079,Alyssa Hall,Consumer,South,Office Supplies,Notebook,3060.62,7,0.0,647.0,First Class
ORD-11092,2023-11-15,2023-11-19,CUST-8875,Daniel Butler,Consumer,East,Furniture,Chair,1711.14,3,0.3,-106.63,Same Day
ORD-11093,2023-03-26,2023-03-29,CUST-2661,Jennifer Murphy,Home Office,West,Technology,Monitor,2003.12,9,0.0,332.98,Standard Class
ORD-11094,2023-01-12,2023-01-16,CUST-7581,Douglas Young,Corporate,North,Technology,Keyboard,661.12,9,0.3,47.32,First Class
ORD-11095,2024-04-29,2024-05-05,CUST-6489,Sandra Woods,Home Office,East,Furniture,Bookshelf,3715.48,2,0.3,94.8,Standard Class
ORD-11096,2023-12-12,2023-12-18,CUST-5224,Christina Huff,Consumer,West,Technology,Mouse,2667.92,7,0.0,233.7,Same Day
ORD-11097,2023-02-21,2023-02-26,CUST-7050,David Cook,Corporate,West,Technology,Mouse,1422.94,2,0.3,21.43,First Class
ORD-11098,2024-01-01,2024-01-05,CUST-1287,Leslie Phillips,Corporate,East,Office Supplies,Paper,3838.83,1,0.2,-20.41,First Class
ORD-11099,2024-02-10,2024-02-12,CUST-3871,Kari Wilson,Consumer,North,Office Supplies,Notebook,2986.98,6,0.0,546.07,Second Class
ORD-11100,2024-04-14,2024-04-20,CUST-4999,Michael Johnston,Home Office,West,Office Supplies,Pen,3171.94,7,0.2,115.29,Standard Class
ORD-11101,2023-03-22,2023-03-25,CUST-5947,Keith Taylor,Corporate,West,Technology,Keyboard,1876.52,3,0.0,272.99,Standard Class
ORD-11102,2023-07-16,2023-07-21,CUST-5275,Randy Horton,Corporate,South,Technology,Keyboard,3613.54,2,0.3,510.56,Standard Class
ORD-11103,2023-07-10,2023-07-13,CUST-9217,Kelly Leach,Home Office,North,Furniture,Desk,2375.13,7,0.2,324.72,Same Day
ORD-11104,2024-02-29,2024-03-06,CUST-3126,Donald Bradley,Corporate,East,Technology,Keyboard,1377.94,7,0.1,6.45,Same Day
ORD-11105,2023-08-15,2023-08-16,CUST-5715,Bradley Garcia,Home Office,West,Office Supplies,Paper,503.8,4,0.0,114.49,Same Day
ORD-11106,2023-01-13,2023-01-16,CUST-6580,Zachary Valdez,Corporate,East,Office Supplies,Folder,1657.19,7,0.3,219.52,Same Day
ORD-11107,2023-06-24,2023-06-30,CUST-7390,Marc Mckinney,Corporate,West,Technology,Mouse,4274.69,8,0.1,568.79,Standard Class
ORD-11108,2024-06-26,2024-06-29,CUST-5981,Michele Glass,Corporate,East,Office Supplies,Folder,4839.26,8,0.2,-141.44,Same Day
ORD-11109,2024-08-01,2024-08-05,CUST-7805,Daisy Flores,Consumer,East,Office Supplies,Stapler,167.23,10,0.1,26.1,Same Day
ORD-11110,2023-05-07,2023-05-08,CUST-7483,Benjamin Pierce,Consumer,South,Technology,Mouse,4607.46,3,0.3,238.58,Standard Class
ORD-11111,2023-12-27,2024-01-03,CUST-4567,John Gonzalez,Corporate,East,Office Supplies,Paper,909.54,3,0.3,34.12,First Class
ORD-11112,2024-02-18,2024-02-22,CUST-8600,Christopher Tate,Corporate,West,Furniture,Chair,3327.89,6,0.3,-145.51,Second Class
ORD-11113,2024-11-02,2024-11-04,CUST-2610,Steven Sweeney,Corporate,West,Technology,Mouse,1456.27,9,0.2,204.95,Same Day
ORD-11114,2024-09-26,2024-10-01,CUST-2319,Brittany Dennis,Home Office,West,Furniture,Table,3189.36,10,0.1,110.49,Standard Class
ORD-11115,2024-01-15,2024-01-16,CUST-7378,Jason Gonzalez,Home Office,South,Furniture,Desk,1264.7,10,0.3,89.91,Second Class
ORD-11116,2024-12-30,2025-01-01,CUST-6287,Sarah Mendez,Consumer,East,Furniture,Bookshelf,3620.84,4,0.1,427.41,Standard Class
ORD-11117,2024-03-30,2024-04-01,CUST-3897,Tina Martinez,Corporate,North,Technology,Monitor,2896.46,8,0.1,495.06,First Class
ORD-11118,2024-11-29,2024-12-05,CUST-7657,Francisco Bass,Home Office,West,Technology,Monitor,2321.82,2,0.0,550.62,Same Day
ORD-11119,2024-09-13,2024-09-19,CUST-9751,Sarah Bailey,Home Office,North,Technology,Mouse,4788.72,9,0.0,1096.37,Same Day
ORD-11120,2024-06-07,2024-06-13,CUST-8209,Sheila Brown,Corporate,North,Furniture,Chair,1478.96,7,0.0,208.3,Standard Class
ORD-11121,2024-01-11,2024-01-15,CUST-6567,Matthew Lawrence,Consumer,South,Technology,Keyboard,3794.54,10,0.0,874.64,Same Day
ORD-11122,2024-05-18,2024-05-25,CUST-5009,Mary Maldonado,Corporate,East,Technology,Keyboard,503.69,2,0.3,62.86,First Class
ORD-11123,2024-08-31,2024-09-01,CUST-3294,John Patterson,Consumer,East,Office Supplies,Stapler,1666.69,8,0.2,153.43,Standard Class
ORD-11124,2023-06-12,2023-06-17,CUST-5992,Michael Smith,Corporate,West,Technology,Keyboard,2826.43,5,0.2,526.28,First Class
ORD-11125,2023-08-22,2023-08-23,CUST-4467,Anthony Kane,Home Office,East,Technology,Monitor,749.7,5,0.3,-26.74,Second Class
ORD-11126,2023-06-24,2023-06-27,CUST-3553,David Miller,Home Office,East,Office Supplies,Notebook,1311.92,9,0.3,25.25,First Class
ORD-11127,2024-01-24,2024-01-25,CUST-2060,Eric Campbell DDS,Corporate,South,Furniture,Sofa,3248.91,9,0.3,-182.44,First Class
ORD-11128,2024-01-01,2024-01-05,CUST-8525,Luke Fox,Home Office,North,Technology,Monitor,767.44,10,0.0,163.08,Second Class
ORD-11129,2023-12-04,2023-12-09,CUST-2100,James Miller,Corporate,North,Office Supplies,Pen,1830.53,1,0.3,103.61,Standard Class
ORD-11130,2023-07-07,2023-07-13,CUST-5015,Kristen Day,Consumer,West,Furniture,Desk,2624.29,4,0.2,391.85,Second Class
ORD-11131,2023-03-07,2023-03-09,CUST-9561,Jacqueline Morris DDS,Corporate,North,Technology,Printer,1343.5,5,0.0,316.77,Second Class
ORD-11132,2024-07-03,2024-07-10,CUST-1836,Charles Brady,Corporate,North,Technology,Monitor,2936.67,10,0.3,47.19,Second Class
ORD-11133,2024-08-26,2024-08-28,CUST-8982,Thomas Hatfield,Corporate,North,Furniture,Chair,2220.65,8,0.1,55.45,Same Day
ORD-11134,2023-09-15,2023-09-22,CUST-7671,Alexis Johnson,Home Office,East,Technology,Mouse,3891.43,4,0.3,576.16,Same Day
ORD-11135,2023-11-03,2023-11-06,CUST-9719,Shane Robinson,Consumer,East,Office Supplies,Pen,1656.62,8,0.2,311.21,First Class
ORD-11136,2023-07-06,2023-07-10,CUST-1106,Dawn Fleming,Corporate,West,Office Supplies,Folder,2525.25,8,0.0,743.2,Same Day
ORD-11137,2024-03-29,2024-04-01,CUST-9824,Nicholas Harris,Consumer,South,Technology,Monitor,346.49,7,0.2,-9.13,Standard Class
ORD-11138,2024-04-28,2024-04-29,CUST-5916,Darius Richards,Home Office,South,Technology,Monitor,1549.86,5,0.2,219.47,Second Class
ORD-11139,2024-09-16,2024-09-22,CUST-3574,John Roberts,Corporate,West,Furniture,Table,975.68,7,0.1,207.91,Same Day
ORD-11140,2023-11-07,2023-11-10,CUST-3375,Carl Griffith,Corporate,East,Office Supplies,Paper,1159.04,5,0.3,154.83,First Class
ORD-11141,2023-01-06,2023-01-13,CUST-7620,Ashley Li,Consumer,West,Office Supplies,Paper,2259.55,7,0.3,204.88,First Class
ORD-11142,2023-07-27,2023-07-29,CUST-5193,Destiny Shelton,Corporate,East,Office Supplies,Pen,4875.43,5,0.0,1241.45,Standard Class
ORD-11143,2024-09-24,2024-09-29,CUST-8210,Amanda Patterson,Corporate,North,Furniture,Sofa,3958.78,6,0.1,789.26,Standard Class
ORD-11144,2023-02-17,2023-02-24,CUST-7390,Vincent Maynard,Home Office,West,Technology,Monitor,1640.91,8,0.3,226.46,Second Class
ORD-11145,2023-12-17,2023-12-20,CUST-9812,Danielle Nunez,Corporate,West,Furniture,Desk,2938.85,1,0.0,188.17,First Class
ORD-11146,2024-02-28,2024-03-06,CUST-3486,Troy Ferguson,Consumer,East,Technology,Mouse,688.74,2,0.2,133.82,Second Class
ORD-11147,2023-10-26,2023-11-01,CUST-1358,Eric Bell,Consumer,North,Office Supplies,Notebook,2202.54,6,0.2,196.4,First Class
ORD-11148,2023-08-22,2023-08-26,CUST-6934,Jacob Everett,Corporate,South,Furniture,Sofa,3741.42,4,0.1,300.5,First Class
ORD-11149,2024-02-25,2024-02-29,CUST-7493,Michael Vaughn,Corporate,North,Furniture,Desk,3743.3,1,0.1,111.54,Standard Class
ORD-11150,2023-12-01,2023-12-08,CUST-9827,Erin Lopez,Corporate,East,Office Supplies,Paper,100.68,7,0.0,29.19,First Class
ORD-11151,2023-04-26,2023-05-01,CUST-3592,Carl Roberts,Home Office,North,Office Supplies,Notebook,3677.48,10,0.0,1079.55,Same Day
ORD-11152,2023-06-05,2023-06-11,CUST-6413,Manuel Young,Consumer,South,Office Supplies,Pen,3764.5,7,0.2,250.07,First Class
ORD-11153,2023-10-28,2023-10-29,CUST-7388,Joann Jefferson,Consumer,North,Furniture,Desk,3909.94,7,0.0,587.92,Second Class
ORD-11154,2024-10-31,2024-11-06,CUST-4282,Gloria Villarreal,Home Office,East,Furniture,Sofa,769.46,4,0.2,63.94,Second Class
ORD-11155,2024-09-08,2024-09-15,CUST-1646,Paula Cortez,Consumer,East,Technology,Monitor,1046.6,3,0.0,59.19,Standard Class
ORD-11156,2024-03-10,2024-03-13,CUST-4817,Joseph Gordon,Consumer,East,Furniture,Bookshelf,4643.76,4,0.1,351.68,Standard Class
ORD-11157,2023-08-02,2023-08-06,CUST-1806,Ronald Carter,Corporate,West,Technology,Mouse,633.09,7,0.0,101.92,Same Day
ORD-11158,2023-06-29,2023-07-04,CUST-9462,Donald Hale,Consumer,South,Technology,Monitor,3859.5,10,0.0,282.57,Second Class
ORD-11159,2023-08-04,2023-08-05,CUST-9305,Veronica Garcia,Corporate,West,Technology,Mouse,3708.4,6,0.2,199.45,First Class
ORD-11160,2024-03-06,2024-03-10,CUST-2639,Scott Allen,Corporate,East,Office Supplies,Notebook,4725.59,1,0.0,685.24,First Class
ORD-11161,2023-03-28,2023-04-03,CUST-7384,James Adams,Corporate,North,Technology,Mouse,4730.78,5,0.1,1182.35,First Class
ORD-11162,2023-05-12,2023-05-17,CUST-3551,Mark Thompson,Consumer,West,Office Supplies,Paper,245.94,4,0.1,34.71,Standard Class
ORD-11163,2023-06-11,2023-06-15,CUST-3824,Michael Brown,Consumer,South,Technology,Printer,4015.85,5,0.2,419.21,Second Class
ORD-11164,2024-02-18,2024-02-24,CUST-7114,Peggy Frazier,Corporate,East,Furniture,Chair,3937.05,1,0.3,-192.84,Standard Class
ORD-11165,2023-05-28,2023-06-01,CUST-1761,Andrew Davis,Home Office,West,Technology,Keyboard,161.91,8,0.0,37.84,Second Class
ORD-11166,2023-03-09,2023-03-10,CUST-8793,Jennifer Kennedy,Corporate,West,Technology,Laptop,94.39,4,0.0,14.63,Same Day
ORD-11167,2023-09-21,2023-09-23,CUST-6290,Christina Rodriguez,Home Office,East,Technology,Printer,4050.94,1,0.2,279.76,Standard Class
ORD-11168,2024-06-11,2024-06-13,CUST-3336,Kevin Davila,Consumer,North,Furniture,Sofa,3748.62,10,0.1,117.93,Standard Class
ORD-11169,2023-09-14,2023-09-16,CUST-5933,Ryan Owen,Corporate,West,Office Supplies,Stapler,1425.85,10,0.0,160.33,First Class
ORD-11170,2024-01-30,2024-02-05,CUST-1786,Donald Clark,Consumer,South,Technology,Keyboard,2121.66,3,0.0,502.8,Standard Class
ORD-11171,2023-01-12,2023-01-17,CUST-8877,Linda Francis,Corporate,East,Technology,Laptop,4180.19,4,0.1,414.64,Second Class
ORD-11172,2024-07-12,2024-07-16,CUST-2930,Sara Le,Home Office,East,Office Supplies,Folder,2040.17,4,0.3,112.88,First Class
ORD-11173,2024-11-15,2024-11-22,CUST-6609,Steven Jackson,Home Office,East,Furniture,Table,1291.32,8,0.3,84.98,Standard Class
ORD-11174,2024-04-13,2024-04-20,CUST-2820,Diana Jones,Consumer,East,Furniture,Sofa,3218.62,9,0.1,76.11,Second Class
ORD-11175,2024-05-31,2024-06-02,CUST-7513,Patrick Spence,Home Office,South,Furniture,Bookshelf,2273.77,9,0.0,662.97,Second Class
ORD-11176,2023-06-05,2023-06-10,CUST-9692,Susan Kennedy,Home Office,North,Office Supplies,Pen,3884.04,4,0.2,316.14,First Class
ORD-11177,2023-04-13,2023-04-19,CUST-3713,Alice Byrd,Home Office,South,Office Supplies,Pen,3474.6,9,0.1,325.29,Second Class
ORD-11178,2024-02-15,2024-02-18,CUST-7386,Jody Hansen,Home Office,West,Office Supplies,Folder,2131.6,4,0.2,-80.51,Same Day
ORD-11179,2024-12-26,2024-12-31,CUST-6105,Heather Williams,Consumer,North,Furniture,Bookshelf,697.88,5,0.0,47.96,Standard Class
ORD-11180,2023-06-13,2023-06-19,CUST-7865,Eric Barton,Corporate,South,Furniture,Table,736.08,3,0.1,72.0,Second Class
ORD-11181,2023-05-07,2023-05-13,CUST-3487,Eric Kennedy PhD,Consumer,West,Furniture,Chair,1147.0,5,0.1,255.96,Second Class
ORD-11182,2024-06-20,2024-06-21,CUST-8718,John Kim,Consumer,West,Office Supplies,Paper,3807.71,1,0.0,685.98,First Class
ORD-11183,2023-12-16,2023-12-19,CUST-1671,Derek Kirby,Corporate,East,Technology,Printer,3719.7,8,0.1,65.47,Standard Class
ORD-11184,2023-08-19,2023-08-24,CUST-2688,Taylor Lee,Consumer,East,Office Supplies,Stapler,2141.03,3,0.3,191.87,Second Class
ORD-11185,2023-04-18,2023-04-25,CUST-5590,Donna Bowman,Home Office,East,Office Supplies,Stapler,4186.81,7,0.3,-359.38,First Class
ORD-11186,2023-04-14,2023-04-20,CUST-8955,Christopher Mcconnell,Consumer,West,Office Supplies,Folder,1657.57,5,0.2,-48.45,Second Class
ORD-11187,2024-08-02,2024-08-06,CUST-9502,Kelly Clark,Home Office,West,Office Supplies,Stapler,3334.83,2,0.3,133.95,Standard Class
ORD-11188,2023-09-02,2023-09-05,CUST-7911,Joshua Buchanan,Corporate,North,Office Supplies,Notebook,2959.91,2,0.0,234.92,First Class
ORD-11189,2024-10-05,2024-10-11,CUST-8074,Kimberly Boone,Home Office,North,Office Supplies,Stapler,4264.12,10,0.0,1215.48,Second Class
ORD-11190,2024-02-27,2024-03-05,CUST-1464,Brittany Taylor,Home Office,West,Office Supplies,Pen,140.24,6,0.0,17.26,First Class
ORD-11191,2023-02-18,2023-02-21,CUST-8507,Erin Clark,Home Office,East,Furniture,Bookshelf,1774.84,4,0.2,109.16,Second Class
ORD-11192,2023-12-23,2023-12-30,CUST-3818,Laurie Hayes,Corporate,North,Technology,Printer,3858.63,9,0.2,521.59,First Class
ORD-11193,2023-04-14,2023-04-20,CUST-2481,Charles Williams DDS,Home Office,West,Furniture,Desk,2700.41,4,0.2,424.43,First Class
ORD-11194,2024-12-25,2024-12-29,CUST-6744,James Gray,Corporate,West,Office Supplies,Stapler,3204.59,7,0.1,212.05,First Class
ORD-11195,2024-06-02,2024-06-08,CUST-5853,Ruben Hobbs,Home Office,South,Technology,Monitor,1627.34,2,0.1,236.72,Same Day
ORD-11196,2023-05-30,2023-06-05,CUST-6573,Jake Peters,Home Office,East,Office Supplies,Notebook,1009.13,2,0.3,114.08,Same Day
ORD-11197,2023-08-19,2023-08-23,CUST-1668,Anna White,Consumer,South,Technology,Mouse,536.06,5,0.0,70.2,First Class
ORD-11198,2024-03-26,2024-04-01,CUST-4538,Donna Reese,Consumer,North,Technology,Mouse,1137.85,4,0.1,248.94,First Class
ORD-11199,2024-07-18,2024-07-23,CUST-4149,Anna Combs,Corporate,South,Technology,Laptop,4290.51,8,0.3,15.58,Same Day
ORD-11200,2024-01-08,2024-01-15,CUST-5318,Natalie Stephens,Corporate,East,Office Supplies,Folder,4445.25,7,0.2,563.15,First Class
ORD-11201,2024-12-20,2024-12-22,CUST-9819,Madison Williams,Home Office,South,Technology,Keyboard,2711.04,2,0.1,218.01,Standard Class
ORD-11202,2024-12-19,2024-12-25,CUST-4669,Maria Weaver,Corporate,East,Office Supplies,Stapler,2686.09,2,0.1,483.57,Standard Class
ORD-11203,2023-06-25,2023-06-26,CUST-8347,Mark Gibbs,Home Office,North,Furniture,Desk,2200.6,10,0.3,-184.49,First Class
ORD-11204,2023-10-10,2023-10-15,CUST-5128,Aaron Martinez,Home Office,North,Furniture,Table,337.61,6,0.0,97.46,Same Day
ORD-11205,2024-12-14,2024-12-20,CUST-5991,Megan Robles,Corporate,South,Furniture,Table,4931.31,4,0.3,-111.17,Same Day
ORD-11206,2024-09-16,2024-09-17,CUST-6871,Erin Hunt,Home Office,North,Technology,Printer,4901.29,10,0.2,812.06,Standard Class
ORD-11207,2024-09-07,2024-09-14,CUST-3938,Mitchell Harris,Consumer,North,Office Supplies,Notebook,2658.26,3,0.1,165.34,Same Day
ORD-11208,2024-12-02,2024-12-06,CUST-7677,Jennifer Turner,Corporate,West,Office Supplies,Notebook,1672.31,2,0.3,72.75,Second Class
ORD-11209,2023-09-16,2023-09-20,CUST-2486,David Tucker,Consumer,East,Furniture,Table,497.4,6,0.1,87.95,Same Day
ORD-11210,2023-04-07,2023-04-12,CUST-5223,Hannah Oconnor,Consumer,North,Technology,Monitor,1768.98,2,0.2,111.33,Standard Class
ORD-11211,2024-01-29,2024-02-01,CUST-1453,Haley Paul,Home Office,East,Office Supplies,Paper,495.54,1,0.0,25.35,Standard Class
ORD-11212,2023-12-20,2023-12-21,CUST-3534,Thomas Park,Home Office,East,Technology,Monitor,3189.68,8,0.1,426.79,Second Class
ORD-11213,2024-07-04,2024-07-11,CUST-2970,Eric Doyle,Corporate,East,Furniture,Table,2546.5,8,0.0,523.36,Standard Class
ORD-11214,2024-09-09,2024-09-11,CUST-6527,Jennifer Johnson,Corporate,West,Furniture,Table,2958.73,3,0.0,516.04,Same Day
ORD-11215,2024-05-17,2024-05-19,CUST-7623,Rachel Robles,Consumer,East,Technology,Printer,346.01,4,0.2,-5.07,Standard Class
ORD-11216,2023-11-25,2023-11-30,CUST-9715,Dustin Stewart,Home Office,West,Furniture,Desk,511.93,9,0.0,110.51,Second Class
ORD-11217,2024-03-12,2024-03-16,CUST-8129,Michael Villarreal,Corporate,North,Furniture,Bookshelf,694.67,4,0.2,129.25,Same Day
ORD-11218,2023-11-10,2023-11-14,CUST-5705,Courtney Harmon,Home Office,North,Technology,Mouse,539.51,9,0.3,28.28,Standard Class
ORD-11219,2023-02-19,2023-02-24,CUST-1458,Cody Odom,Consumer,East,Technology,Laptop,1549.46,10,0.1,248.27,Same Day
ORD-11220,2024-06-20,2024-06-27,CUST-3921,Greg Evans,Home Office,East,Technology,Keyboard,4821.65,1,0.3,408.08,Standard Class
ORD-11221,2023-03-16,2023-03-22,CUST-4335,Ryan Allen,Corporate,South,Technology,Laptop,2297.02,3,0.1,409.11,Standard Class
